Date,Value
2021-04-24,1413848471.2289
2021-04-23,1187405699.3865001
2021-04-22,629420904.768
2021-04-21,971129684.1243
2021-04-20,829117286.5497999
2021-04-19,1795641744.0864
2021-04-18,444839749.04249996
2021-04-17,905029645.7906001
2021-04-16,480649145.05439997
2021-04-15,1004822805.7968
2021-04-14,932699539.664
2021-04-13,533381831.04499996
2021-04-12,315279095.9451
2021-04-11,689236659.54
2021-04-10,407439694.0436
2021-04-09,475807458.1388999
2021-04-08,756167636.0843999
2021-04-07,389087525.5784
2021-04-06,401549573.229
2021-04-05,244447137.70749998
